"name","tmpID","labels","displayName","helpText","modeluid","seq","visible","deleted","locked","type","fieldValueType","isSelectable","emptyFVStringValid","rootFVSelectAllowed","multipleFVSelectAllowed","inShortReq","optionalForPlaceholder","systemControlled","userCanModifySelectableFVs","userCanEditDisplayName","unused1"
"Class","F00","Field","STRING","STRING","STRING","INTEGER","BOOLEAN","BOOLEAN","BOOLEAN","STRING","STRING","BOOLEAN","BOOLEAN","BOOLEAN","BOOLEAN","BOOLEAN","BOOLEAN","BOOLEAN","BOOLEAN","BOOLEAN","BOOLEAN"
