"name","tmpID","labels","type","status","seq","obsolete","suspect","modeluid","uid","displayID","fieldValueRefs"
"Class","R00","Requirement|REQ","STRING","STRING","INTEGER","BOOLEAN","BOOLEAN","STRING","STRING","STRING","STRING"
